"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,SemanticScholarCitations,CrossRefCitations,Marker
V9V25XTH,conferencePaper,2013,"Figuerola Salas, Ó.; Adzic, V.; Shah, A.; Kalva, H.",Assessing internet video quality using crowdsourcing,Proceedings of the 2nd ACM international workshop on Crowdsourcing for multimedia,,,10/gq5xcg,,,2013-10,2022-11-01 05:24:47,2022-11-01 05:25:55,,23–28,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,14 citations (Crossref) [2022-11-01] Citation Key: figuerola2013a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,14,[62]
GATECSQF,document,2019,"Flis, G.; Sikorski, A.",Does the dubbing effect apply to voice-over ? A conceptual replication study on visual attention and immersion,,,,,,,2019,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: flis2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[63]
NUXDGU2Q,document,1976,"Fodor, I.","Film dubbing phonetic, semiotic, esthetic and psychological aspects",,,,,,,1976,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: fodor1976a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[64]
BVMF8HQV,journalArticle,2013,"Fryer, L.; Freeman, J.",Cinematic language and the description of film: Keeping ad users in the frame,Perspectives (Gerontological Nursing Association (Canada)),,,10.1080/0907676X.2012.693108),,,2013,2022-11-01 05:24:47,2022-11-01 05:24:55,,412–426,,3,21,,Perspectives,,,,,,,,,,,,,,,Citation Key: fryer2013a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[65]
9MF8UBG5,journalArticle,2013,"Fryer, L.; Pring, L.; Freeman, J.",Audio drama and the imagination: The influence of sound effects on presence in people with and without sight,Journal of Media Psychology,,,10.1027/1864-1105/a000084),,,2013,2022-11-01 05:24:47,2022-11-01 05:24:55,,65–71,,2,25,,,,,,,,,,,,,,,,,Citation Key: fryer2013b,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[66]
77BAJE2J,document,2003,,,,,,,,,2003-11,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2003a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[67]
GVL7LBTA,document,,,,,,,,https://doi.org/10.1080/13556509.2003.10799158,,,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,"Citation Key: unknown-m DOI: 10.1080/13556509.2003.10799158 tex.citation-number: 01-19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[68]
YQL3J6IY,journalArticle,2019,"Gambier, Y.",February). Audiovisual translation and reception,Slovo.ru: Baltic accent,,,10/gq5xcc,,,2019,2022-11-01 05:24:47,2022-11-01 05:25:50,,62–68,,,10,,,,,,,,,,,,,,,,,0 citations (Crossref) [2022-11-01] Citation Key: gambier2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,0,[69]
4VQZAA7G,journalArticle,2015,"Ghadiyaram, D.; Bovik, A.",Massive online crowdsourced study of subjective and objective picture quality,IEEE Transactions on Image Processing,,,,,,2015-11,2022-11-01 05:24:47,2022-11-01 05:25:32,,,,,,,,,,,,,,,,,,,,,,Citation Key: ghadiyaram2015a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[70]
A459PNAQ,document,,,,,,,,,,,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-n DOI: 10.1109/TIP.2015.2500021 Pages: 1–1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[71]
IET93RKI,document,,"Giovanni, E.D.",,,,,,,,,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: giovanni-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[72]
UY86MLWF,document,,,,,,,,https://www.semanticscholar.org/paper/Italians,,,2022-11-01 05:24:47,2022-11-01 05:24:47,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[73]
SY2RNWZW,journalArticle,2016,"Giovanni, E.D.",Dubbing and redubbing animation: Disney in the arab world,Altre Modernità,,,,https://,,2016-02,2022-11-01 05:24:47,2022-11-01 05:25:35,,92–106,,,,,,,,,,,,,,,,,,,,Citation Key: giovanni2016a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[74]
UQ6UL896,bookSection,2019,"Giovanni, E.D.; Fresco, P.R.",Are we all together across languages?: An eye tracking study of original and dubbed films,"Reassessing Dubbing: Historical approaches and current trends, 2019, ISBN 9789027262271",,,,,,2019,2022-11-01 05:24:47,2022-11-01 05:24:47,,126–144 126–,,,,,,,,,,,,,,,,,,,,Citation Key: giovanni2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[75]
DIEDI3XZ,document,,,John benjamins,,,,,https://dialnet.unirioja,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-p tex.citation-number: 144).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[76]
ZYAGC8FF,thesis,1997,"Gottlieb, H.","Subtitling, translation and idioms",,,,,,,1997,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: gottlieb1997a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[77]
Q72QP3V8,journalArticle,1988,"Grillo, V.; Kawin, B.","Reading at the movies: Subtitles, silence and the structure of the brain",Post Script: Essays in Film and Humanities,,,,,,1988,2022-11-01 05:24:48,2022-11-01 05:25:32,,25–32,,,1,,,,,,,,,,,,,,,,,Citation Key: grillo1988a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[78]
RZBFT5BS,document,,,,,,,,https://,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[79]
SJ4CR7GH,document,,,,,,,,eprint:,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-r tex.citation-number: onlinelibrary.wiley.com/doi/abs/10.1002/acp.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[80]
3ZM8F4YS,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[81]
UK758H6Y,document,,,,,,,,https://commons.wikimedia.org/wiki/File:Dubbing_films,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,"Citation Key: unknown-t tex.citation-number: 12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[82]
JLM9IUEI,bookSection,1997,"Herbst, T.",Dubbing and the Dubbed text - style and cohesion,Text typology and translation,,,,,,1997,2022-11-01 05:24:48,2022-11-01 05:24:48,,291–,,,,,,,,,,,,,,,,,,,,Citation Key: herbst1997a DOI: 10.1075/btl.26.21her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[83]
2HIHEP6A,document,2014,"Hoßfeld, T.; Hirth, M.; Redi, J.; Mazza, F.; Korshunov, P.; Naderi, B.; Keimel, C.","Best practices and recommendations for crowdsourced QoE - lessons learned from the qualinet task force ""Crowdsourcing""",,,,,https://hal.archives-ouvertes.fr/hal-01078761,,2014,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: hossfeld2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[84]
H6VSAJJJ,bookSection,2021,"Huber, L.; Kairys, A.",Culture specific items in audiovisual translation,"Issues of synchrony and cultural equivalence in the lithuanian dub of ""Shrek the",,,,,,2021-07,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: huber2021a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[85]
E3HJ3LL8,document,,"Third""",Studies about languages(38,,,,,https://,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: third-a Pages: 5–16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[86]
X5LEL87G,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-u DOI: 10.5755/j01.sal.1.38.24743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[87]
E6YASNK3,document,2019,"Janowski, L.",Evaluating experiment design with unrepeated scenes for video quality subjective assessment,,,,,https://www,,2019-06,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,NA,,,,,,,,,Citation Key: janowski2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[88]
GX9N7FYB,document,2015,"Janowski, L.; Pinson, M.",The accuracy of subjects in a quality,,,,,,,2015-12,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: janowski2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[89]
CYR37CC7,journalArticle,,,Experiment: A theoretical subject model,IEEE Transactions on Multimedia,,,10/f7z7s2,,,,2022-11-01 05:24:48,2022-11-01 05:25:51,,2210–2224,,12,17,,,,,,,,,,,,,,,,,38 citations (Crossref) [2022-11-01] Citation Key: unknown-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,38,[90]
29R9QMKB,conferencePaper,2014,"Joskowicz, J.; Sotelo, R.; Juayek, M.; Durán, D.; Garella, J.P.",Automation of subjective video quality measurements,Proceedings of the latin america networking conference on LANC 2014 - LANC ’14,,,10/gq5xcf,http://dl.acm.org/citation.cfm,,2014,2022-11-01 05:24:48,2022-11-01 05:25:54,,1–5,,,,,,,,,,,ACM Press,"Montevideo, Uruguay",,,,,,,,4 citations (Crossref) [2022-11-01] Citation Key: joskowicz2014a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,4,[91]
7HA32RRK,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-w DOI: 10.1145/2684083.2684090 tex.citation-number: ?doid=2684083.2684090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[92]
A6PNRYTR,conferencePaper,2020,,The two shades of dubbing in neural machine translation,Proceedings of the 28th international conference on computational linguistics,,,,,,2020,2022-11-01 05:24:48,2022-11-01 05:25:31,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2020a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[93]
GVLV6PFX,document,,,Linguistics,,,,,https://www.aclweb.org/anthology/,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[94]
ZVEINTUZ,document,2020,,,,,,,,,2020-05,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2020b DOI: 10.18653/v1/2020.coling-main.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[95]
LVSV9JKW,bookSection,2015,"Kizeweter, M.",Voices about polish voices in foreign films: Using an internet forum as a source of information about the opinions of polish viewers on dubbing as a mode of avt,Accessing audiovisual translation,,,,,,2015,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: kizeweter2015a,,,,,,"Bogucki, Ł.; Deckert, M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[96]
QY4GXMSB,thesis,2019,"Knapp, K.",CROSSLINGUISTIC INFLUENCE IN SECOND LANGUAGE ACQUISITION - phonological transfer in german learners of english,,,,,,,2019,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,Karl-Franzens-Universität Graz,,,,,,,,,Citation Key: knapp2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[97]
TGU9N9K5,journalArticle,2002,"Koolstra, C.M.; Peeters, A.L.; Spinhof, H.",The pros and cons of dubbing and subtitling,European Journal of Communication,,,10.1177/0267323102017003694,,,2002-09,2022-11-01 05:24:48,2022-11-01 05:26:24,,325–354,,3,17,,,,,,,,,,,,,,,,,134 citations (Semantic Scholar/DOI) [2022-11-01] 53 citations (Crossref) [2022-11-01] Citation Key: koolstra2002a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,53,[98]
7JQEQ3VN,document,,,,,,,,http://journals.sagepub.com/doi/10.1177/,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[99]
6MHSH84R,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown-z DOI: 10.1177/0267323102017003694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[100]
W9GSDTGP,document,,"Koveriene, I.",,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: koveriene-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[101]
SJBYKQAV,document,,,,,,,,https://www.semanticscholar.org/paper/,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[102]
E4AGYWX6,document,2020,,,,,,,,,2020-10,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2020c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[103]
XN8KMJ3X,document,,,,,,,,https://www.journals.vu.lt/respectus,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-b tex.citation-number: 229.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[104]
TL5F25J7,document,2014,"Kraft, S.; Zölzer, U.",BeaqleJS: HTML5 and JavaScript based framework for the subjective evaluation of audio quality,,,,,,,2014,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: kraft2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[105]
FTWDYBEW,journalArticle,2012,"Kruger, J.-L.",Making meaning in avt: Eye tracking and viewer construction of narrative,Perspectives (Gerontological Nursing Association (Canada)),,,10.1080/0907676X.2011.632688),,,2012,2022-11-01 05:24:48,2022-11-01 05:24:55,,67–86,,1,20,,Perspectives,,,,,,,,,,,,,,,Citation Key: kruger2012a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[106]
VZB8JG46,journalArticle,2017,"Kumcu, A.; Bombeke, K.; Platisa, L.; Jovanov, L.; Looy, J.; Philips, W.",Performance of four subjective video quality assessment protocols and impact of different rating preprocessing and analysis methods,IEEE Journal of Selected Topics in Signal Processing,,,10/f9v3h2,http://ieeexplore.ieee.org/document/7781646/,,2017-02,2022-11-01 05:24:48,2022-11-01 05:25:45,,48–63,,1,11,,,,,,,,,,,,,,,,,11 citations (Crossref) [2022-11-01] Citation Key: kumcu2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,11,[107]
I6KUG4QB,document,2017,"Li, Z.; Bampis, C.G.",,,,,,,,2017-04,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: li2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[108]
9HFNRJAE,conferencePaper,,,Measurements,2017 data compression conference (DCC,,,10/gq5xb9,,,,2022-11-01 05:24:48,2022-11-01 05:25:45,,52–61,,,,,,,,,,,,,,,,,,,,25 citations (Crossref) [2022-11-01] Citation Key: unknowo-c,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,25,[109]
WB5IHAAR,journalArticle,2015,"Lin, J.Y.; Song, R.; Wu, C.-H.; Liu, T.; Wang, H.; Kuo, C.C.J.",MCL-V: A streaming video quality assessment database,Journal of Visual Communication and Image Representation,,,10/f7jf34,http://www,,2015-07,2022-11-01 05:24:48,2022-11-01 05:25:46,,1–9,,,30,,,,,,,,,,,,,,,,,64 citations (Crossref) [2022-11-01] Citation Key: lin2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,64,[110]
444RQHBG,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-d DOI: 10.1016/j.jvcir.2015.02.012 tex.citation-number: sciencedirect.com/science/article/pii/S1047320315000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[111]
Q3QW5N2G,journalArticle,2016,"Mangiron, C.",Reception of game subtitles: An empirical study,The Translator,,,10.1080/13556509.2015.1110000),,,2016,2022-11-01 05:24:48,2022-11-01 05:24:55,,72–93,,1,22,,,,,,,,,,,,,,,,,Citation Key: mangiron2016a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[112]
Q4DY38QU,document,1988,"Mayoral, R.; Kelly, D.; Gallardo, N.",,,,,,,,1988,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: mayoral1988a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[113]
BQZHVQE3,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-e DOI: 10.7202/003608AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[114]
SF4VEA7Q,book,2012,"Mazur, I.; Chmiel, A.",Towards common european audio description guidelines: Results of the pear tree project,,,,,,,2012-03,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,Perspectives-studies in Translatology,,,,,,,,,Citation Key: mazur2012a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[115]
5EBZ9XHK,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-f DOI: 10.1080/0907676X.2011.632687 Pages: 5–23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[116]
XF45VJXZ,journalArticle,1976,"McGurk, H.; MacDonald, J.",Hearing lips and seeing voices,Nature,,,,https://www.nature.com/,,1976-12,2022-11-01 05:24:48,2022-11-01 05:25:33,,746–748,,,5588,,,,,,,,,,,,,,,,,Citation Key: mcgurk1976a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[117]
4U8U42EU,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,Nature Publishing Group,,,,,,,,,Citation Key: unknowo-g DOI: 10.1038/264746a0 Place: Publisher tex.citation-number: articles/264746a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[118]
MNJP38WD,document,2018,"Mendonça, C.; Delikaris-Manias, S.",Statistical tests with MUSHRA data,,,,,,,2018,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: mendon2018a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[119]
JN9H946G,document,2016,"Mereu Keating, C.",The politics of dubbing,,,,,https://,,2016,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: mereu2016a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[120]
58P5B2JM,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-h tex.citation-number: www.peterlang.com/document/1053381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[121]
DK3H6WLU,journalArticle,2020,"Min, X.; Zhai, G.; Zhou, J.; Farias, M.C.Q.; Bovik, A.C.",Study of subjective and objective quality assessment of audio-visual signals,IEEE Transactions on Image,,,10/ghbwz9,,,2020,2022-11-01 05:24:48,2022-11-01 05:25:40,,,,,,,,,,,,,,,,,,,,,,49 citations (Crossref) [2022-11-01] Citation Key: min2020a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,49,[122]
8SWIH5AV,journalArticle,,,,Processing,,,,https://ieeexplore,,,2022-11-01 05:24:48,2022-11-01 05:25:35,,6054–6068,,,29,,,,,,,,,,,,,,,,,Citation Key: unknowo-i,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[123]
JHWFCSAI,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-j DOI: 10.1109/TIP.2020.2988148 tex.citation-number: ieee.org/document/9075375/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[124]
3I3GX9TA,document,2014,"Miquel Iriarte, M.",The reception of subtitling by the deaf and hard of hearing,,,,,,,2014,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: miquel2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[125]
J8WBF567,bookSection,,,preliminary findings,Translation research projects 5,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,63–76,,,,,,,,,,,Universitat Rovira i Virgili,Tarragona,,,,,,,,Citation Key: torres-sim-a,,,,,,"Torres-Simón, E.; Orrego-Carmona, D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[126]
32J67UV2,conferencePaper,2010,"Mohammed, H.; Färber, N.",Subjective evaluation of hierarchical B-frames using video-MUSHRA,"Journal abbreviation: 28th picture coding symposium, PCS 2010 pages: 449 publication title: 28th picture coding symposium, PCS 2010",,,10.1109/pcs.2010.5702532,,,2010,2022-11-01 05:24:48,2022-11-01 05:26:30,,,,,,,,,,,,,,,,,,,,,,0 citations (Semantic Scholar/DOI) [2022-11-01] 0 citations (Crossref) [2022-11-01] Citation Key: mohammed2010a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,[127]
